ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,2025-11-09,AIMEE'S GROCERIES,AIMEE'S GROCERIES,,,,,,12-02-2025,53498115A,46301,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,INTERTECH FAR EAST PTE. LTD.,INTERTECH FAR EAST PTE. LTD.,,,,,,02-05-2017,201712029D,46551,,,,,https://intertech-hardware.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,KANHA STEEL PTE. LTD.,KANHA STEEL PTE. LTD.,,,,,,12-12-2024,202450164H,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MFD APPLIANCES PTE. LTD.,MFD APPLIANCES PTE. LTD.,,,,,,09-08-2025,202534946N,46435,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,APOGEE COFFEE PTE. LTD.,APOGEE COFFEE PTE. LTD.,,,,,,12-01-2025,202501665C,46223,,,,,,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,['+6591850529'],,,,,,,,,,,,,,,,,,
,,2025-11-09,AURUM FURNITURE PTE. LTD.,AURUM FURNITURE PTE. LTD.,,,,,,01-12-2023,202347402G,46431,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ELEVARE PTE. LTD.,ELEVARE PTE. LTD.,,,,,,11-05-2023,202318375R,46303,,,,,https://elevare.com.sg/,,,['https://instagram.com/stirupflavour'],,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6580815245'],['Sales@elevare.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,GILY PTE. LTD.,GILY PTE. LTD.,,,,,,02-12-2024,202449408H,46412,,,,,https://www.gilyfashion.com.sg,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6567484155'],['enquiry@gilyfashion.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,AI WELLNESS PTE. LTD.,AI WELLNESS PTE. LTD.,,,,,,08-12-2022,202243688N,46499,,,,,,,['https://m.facebook.com/profile.php'],,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6593372012'],,,,,,,,,,,,,,,,,,
,,2025-11-09,INSTANTFORCE PTE. LTD.,INSTANTFORCE PTE. LTD.,,,,,,09-01-2024,202401375G,46512,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6580113218'],['instantforce.official@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,US NEEDLING TEXTILES TRADE PTE. LTD.,US NEEDLING TEXTILES TRADE PTE. LTD.,,,,,,10-12-2018,201841356N,46412,,,,,http://www.urmpl.com/,,,,['https://tr.linkedin.com/company/urmpl'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6563231721'],,,,,,,,,,,,,,,,,,
,,2025-11-09,3L PTE. LTD.,3L PTE. LTD.,,,,,,08-05-2019,201914791G,46514,,,,,https://www.3lrealtors.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563520116'],,,,,,,,,,,,,,,,,,
,,2025-11-09,NAVFORCE MARINE PTE. LTD.,NAVFORCE MARINE PTE. LTD.,,,,,,07-08-2014,201423027E,46551,,,,,https://www.navforcemarine.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6590937717'],['navforce@navforcemarine.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,PAN-CO HARDWARE & ENGINEERING (PTE) LTD,PAN-CO HARDWARE & ENGINEERING (PTE) LTD,,,,,,24-03-1975,197500463W,46661,,,,,https://pancoship.com,,,,['https://sg.linkedin.com/in/lawrence-lim-5a1963141'],,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6568482288'],,,,,,,,,,,,,,,,,,
,,2025-11-09,THE CUCKOO COLLECTION PTE. LTD.,THE CUCKOO COLLECTION PTE. LTD.,,,,,,10-02-2014,201403650W,46413,,,,,https://cuckoo.sg,,"['https://www.facebook.com/cuckookidstore', 'https://www.facebook.com/cuckoosgofficial']","['https://www.instagram.com/cuckoolittlelifestyle', 'https://www.instagram.com/cuckoosgofficial/']",['https://www.linkedin.com/company/cuckoosgofficial/'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6562480888'],,,,,,,,,,,,,,,,,,
,,2025-11-09,SNG APPAREL PTE. LTD.,SNG APPAREL PTE. LTD.,,,,,,21-06-2024,202424936Z,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HOCK HOE HIN PTE LTD,HOCK HOE HIN PTE LTD,,,,,,16-05-1998,199802378E,46301,,,,,https://efreshfruit.com,,['https://www.facebook.com/efreshfruit.hhh/'],,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6567780986'],['efreshfruit@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,SEMPERIT INDUSTRIAL PRODUCTS SINGAPORE PRIVATE LIMITED,SEMPERIT INDUSTRIAL PRODUCTS SINGAPORE PRIVATE LIMITED,,,,,,23-01-2003,200300731Z,46541,,,,,https://semperitgroup.com,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6562754690'],,,,,,,,,,,,,,,,,,
,,2025-11-09,SHENG HAO GI WHOLESALES,SHENG HAO GI WHOLESALES,,,,,,05-02-2003,52987180K,46301,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6567886729'],,,,,,,,,,,,,,,,,,
,,2025-11-09,XINSHA INTERNATIONAL PTE. LTD.,XINSHA INTERNATIONAL PTE. LTD.,,,,,,06-05-2006,200606581D,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MHU ENERGY PTE. LTD.,MHU ENERGY PTE. LTD.,,,,,,28-05-2025,202523382Z,46599,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MITCHELL ELLIOTT (FAR EAST) PTE LTD,MITCHELL ELLIOTT (FAR EAST) PTE LTD,,,,,,03-02-1968,196800013C,46100,,,,,https://www.mitchellelliott.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6562871234'],,,,,,,,,,,,,,,,,,
,,2025-11-09,MIRAGE MOTOR PTE. LTD.,MIRAGE MOTOR PTE. LTD.,,,,,,17-08-2006,200611962D,46561,,,,,https://miragemw.sg,,['https://www.facebook.com/teammirage'],['https://www.instagram.com/miragemotorwerkz/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6590059279'],['admins@miragemw.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,CWH SERVICES PTE. LTD.,CWH SERVICES PTE. LTD.,,,,,,20-04-2007,200706766E,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,NANXU MINING TECHNOLOGY PTE. LTD.,NANXU MINING TECHNOLOGY PTE. LTD.,,,,,,11-11-2024,202446200D,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FLEX COMMODITIES PTE. LTD.,FLEX COMMODITIES PTE. LTD.,,,,,,10-02-2025,202505631E,46610,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CERVAC TECHNOLOGIES,CERVAC TECHNOLOGIES,,,,,,30-11-2009,53156789C,46100,,,,,,,['https://www.facebook.com/p/cervac-technologies-100072264022113/'],,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,RAYHOO MOTOR DIES SINGAPORE PTE. LTD.,RAYHOO MOTOR DIES SINGAPORE PTE. LTD.,,,,,,01-08-2024,202431247K,46563,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,LE ON ELECTRONICS PRIVATE LIMITED,LE ON ELECTRONICS PRIVATE LIMITED,,,,,,15-03-2021,202109035M,46551,,,,,https://leonelectronics.sg/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6588768846'],['sales@leonelectronics.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,PRIMEASURE TECHNOLOGIES PTE. LTD.,PRIMEASURE TECHNOLOGIES PTE. LTD.,,,,,,19-10-2016,201628772E,46522,,,,,https://primeasure.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GLOBAL FACILITY PTE. LTD.,GLOBAL FACILITY PTE. LTD.,,,,,,18-05-2024,202420062W,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6590738070'],['sales@globalfacility.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,TECHNICAL MEDIA SERVICES PTE. LTD.,TECHNICAL MEDIA SERVICES PTE. LTD.,,,,,,25-05-2005,200507156N,46436,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6564760315'],,,,,,,,,,,,,,,,,,
,,2025-11-09,POTEN & PARTNERS PTE. LTD.,POTEN & PARTNERS PTE. LTD.,,,,,,06-04-1996,199602402W,46610,,,,,https://www.mycareersfuture.gov.sg/job/consulting/lpg-analyst-poten-partners-423160c35af295c2403a0cad340db2f0,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6564319050'],,,,,,,,,,,,,,,,,,
,,2025-11-09,SWISSPRO PTE. LTD.,SWISSPRO PTE. LTD.,,,,,,23-12-2004,200416556K,46435,,,,,https://swisspro.sg,,['https://www.facebook.com/swissprosg'],['https://www.instagram.com/swissprosg/'],['https://sg.linkedin.com/company/swisspro-pte-ltd'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6562761005'],['info@swisspro.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,JL SUPPLIES AND SERVICES PROVIDER,JL SUPPLIES AND SERVICES PROVIDER,,,,,,25-11-2015,53323378W,46441,,,,,https://jlbuilding.com.sg/,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MEETH ASIAPACIFIC PTE. LTD.,MEETH ASIAPACIFIC PTE. LTD.,,,,,,24-10-2019,201935834K,46424,,,,,https://meeth-apac.com.sg,,['https://www.facebook.com/meethglobal/'],['https://www.instagram.com/meethglobal/'],,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6569103456'],['contact@meeth-apac.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,SAINTS FOOD PTE. LTD.,SAINTS FOOD PTE. LTD.,,,,,,01-07-2019,201921077N,46304,,,,,https://www.sts-seafooddirect.com/,,['https://www.facebook.com/people/sts-seafood-direct-pte-ltd/61557960541571'],,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6569085136'],,,,,,,,,,,,,,,,,,
,,2025-11-09,TELEORIENT & COMPANY,TELEORIENT & COMPANY,,,,,,14-08-1981,28347100W,46632,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FLOWMIX PTE. LTD.,FLOWMIX PTE. LTD.,,,,,,27-03-2025,202513430K,46541,,,,,https://flowmix.co.uk/,,,['https://www.instagram.com/flowmix_ltd_/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,INTEX AFRICA PTE. LTD.,INTEX AFRICA PTE. LTD.,,,,,,14-04-2023,202314280N,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,XING YUAN TRADING,XING YUAN TRADING,,,,,,02-06-2003,52995403J,46304,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,LIAN SENG WEIGHING SCALE CO,LIAN SENG WEIGHING SCALE CO,,,,,,03-01-1977,22395400D,46599,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,XUN HARDWARE LLP,XUN HARDWARE LLP,,,,,,11-12-2012,T12LL2118K,46551,,,,,,,,,,,LIMITED LIABILITY PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6582107162'],,,,,,,,,,,,,,,,,,
,,2025-11-09,VIP WORLDWIDE,VIP WORLDWIDE,,,,,,17-05-2005,53044787L,46411,,,,,,,['https://www.facebook.com/vipworldwidetv/'],,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,TENGRI COAL AND ENERGY PTE. LIMITED,TENGRI COAL AND ENERGY PTE. LIMITED,,,,,,16-03-2011,201106420H,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CORROSIONTECH CORPORATION (ASIA PACIFIC) PTE. LTD.,CORROSIONTECH CORPORATION (ASIA PACIFIC) PTE. LTD.,,,,,,11-12-2008,200822966H,46649,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6568425535'],,,,,,,,,,,,,,,,,,
,,2025-11-09,TRENDINK APPAREL PTE. LTD.,TRENDINK APPAREL PTE. LTD.,,,,,,10-08-2022,202228036G,46412,,,,,https://trendink.com.sg,,['https://www.facebook.com/trendinksg'],['https://www.instagram.com/trendink/'],,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6584079590'],['sales@trendink.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,OPTIMA CONTROL SYSTEMS (S.E.A.) PTE LTD,OPTIMA CONTROL SYSTEMS (S.E.A.) PTE LTD,,,,,,17-08-2000,200007192D,46599,,,,,https://airconuncle.com.sg,,"['https://www.facebook.com/airconunclesg/', 'https://www.facebook.com/airconconnects/']",,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6598522583'],['contactus@airconuncle.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,ENJOYMOV MOBILE PTE. LTD.,ENJOYMOV MOBILE PTE. LTD.,,,,,,05-07-2017,201718821K,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,INNOS TRADING MARINE PTE. LTD.,INNOS TRADING MARINE PTE. LTD.,,,,,,16-07-2020,202020433N,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HY-CAD SYSTEMS & ENGINEERING PTE LTD,HY-CAD SYSTEMS & ENGINEERING PTE LTD,,,,,,09-05-1987,198701310R,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HOCK BAN HENG TRADING CO,HOCK BAN HENG TRADING CO,,,,,,10-09-1979,25668300W,46549,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6565638725'],,,,,,,,,,,,,,,,,,
,,2025-11-09,LEIA TRADING PTE. LTD.,LEIA TRADING PTE. LTD.,,,,,,01-09-2018,201829991M,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6580810883'],,,,,,,,,,,,,,,,,,
,,2025-11-09,ACTIVE INTERNET EXCHANGE PTE. LTD.,ACTIVE INTERNET EXCHANGE PTE. LTD.,,,,,,20-04-2004,200404709W,46512,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['info@activeix.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,NAVTECH PTE LTD,NAVTECH PTE LTD,,,,,,08-12-1989,198905384C,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GENEXT INTERNATIONAL PTE. LTD.,GENEXT INTERNATIONAL PTE. LTD.,,,,,,22-02-2023,202306570Z,46100,,,,,https://genext-intl.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6591997116'],['gul@genextlogistics.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,GAIA SCIENCE PTE. LTD.,GAIA SCIENCE PTE. LTD.,,,,,,07-09-2009,200916513E,46592,,,,,https://gaiascience.com.sg,,['https://www.facebook.com/gaiascience'],['https://www.instagram.com/gaiasciencesingapore/'],['https://www.linkedin.com/company/gaia-science-pte-ltd/'],,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6568972772'],['info@gaiascience.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,BLUE COAST TECHNOLOGY PTE. LTD.,BLUE COAST TECHNOLOGY PTE. LTD.,,,,,,23-08-2024,202434733R,46523,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,HOLOGIC SINGAPORE PTE. LTD.,HOLOGIC SINGAPORE PTE. LTD.,,,,,,11-01-2017,201701212H,46592,,,,,https://hologic.com,,['https://www.facebook.com/hologic'],['https://www.instagram.com/hologic/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,KGS ASIA ENTERPRISE,KGS ASIA ENTERPRISE,,,,,,08-08-2025,53508451W,46424,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,YONGDEBAO RUBBER & PLASTIC INDUSTRY PTE. LTD.,YONGDEBAO RUBBER & PLASTIC INDUSTRY PTE. LTD.,,,,,,29-09-2020,202030254Z,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SPAS DESIGN & TRADING,SPAS DESIGN & TRADING,,,,,,12-02-2025,53498104J,46435,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CONTECH MACHINERY SERVICES,CONTECH MACHINERY SERVICES,,,,,,09-04-1990,42585900B,46541,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CHEERMAN GLOBAL FURNISHINGS PTE. LTD.,CHEERMAN GLOBAL FURNISHINGS PTE. LTD.,,,,,,27-05-2024,202421242W,46431,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,STYLELIST PTE. LTD.,STYLELIST PTE. LTD.,,,,,,08-06-2021,202120030G,46439,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,TITANIUM NEXUS INTERNATIONAL PTE. LTD.,TITANIUM NEXUS INTERNATIONAL PTE. LTD.,,,,,,25-11-2024,202448308W,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,BENEPHYT LABORATORIES (SINGAPORE) PTE. LTD.,BENEPHYT LABORATORIES (SINGAPORE) PTE. LTD.,,,,,,06-03-2009,200904019G,46424,,,,,https://mediphyt.sg,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6564404414'],['sg@benephytlabs.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,PAURICH SUPPLY & SERVICES,PAURICH SUPPLY & SERVICES,,,,,,07-11-2003,53007604K,46661,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FORTRAN AVIATION PTE. LTD.,FORTRAN AVIATION PTE. LTD.,,,,,,25-08-2008,200816801K,46100,,,,,https://airconuncle.com.sg,,"['https://www.facebook.com/airconunclesg/', 'https://www.facebook.com/airconconnects/']",,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6598522583'],['contactus@airconuncle.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,NEXUS SOLAR PTE. LTD.,NEXUS SOLAR PTE. LTD.,,,,,,12-04-2016,201609647G,46599,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['info@nexussolarenergy.in'],,,,,,,,,,,,,,,,,
,,2025-11-09,TOP SUN AUTOMOTIVE COMPONENTS SINGAPORE PTE. LTD.,TOP SUN AUTOMOTIVE COMPONENTS SINGAPORE PTE. LTD.,,,,,,18-03-2022,202209403N,46563,,,,,https://topsunplating.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['sales@topsunplating.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,RUBBER SERVICES SINGAPORE 1877 PTE. LTD.,RUBBER SERVICES SINGAPORE 1877 PTE. LTD.,,,,,,25-06-2020,202017851M,46221,,,,,,,,,['https://sg.linkedin.com/company/rubber-services-singapore-1877'],,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,['+6568308454'],,,,,,,,,,,,,,,,,,
,,2025-11-09,MCH INDUSTRIES PTE. LTD.,MCH INDUSTRIES PTE. LTD.,,,,,,17-01-2025,202510559Z,46412,,,,,https://www.mchdne.com/,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6588011385'],['sales@mchdne.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,NOAH MARINE SUPPLIES PTE LTD,NOAH MARINE SUPPLIES PTE LTD,,,,,,02-10-1987,198703076G,46661,,,,,https://www.singapore.noahmarinegroup.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6563165065'],['info@noahmarinegroup.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,COSMOSTAR SINGAPORE PRIVATE LIMITED,COSMOSTAR SINGAPORE PRIVATE LIMITED,,,,,,10-09-2019,201930039G,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,YONG LEE CLOTH MERCHANT PRIVATE LIMITED,YONG LEE CLOTH MERCHANT PRIVATE LIMITED,,,,,,10-05-1977,197700970W,46411,,,,,https://yonglee.com.sg,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6568469222'],,,,,,,,,,,,,,,,,,
,,2025-11-09,EPECOM SOLUTIONS PTE. LTD.,EPECOM SOLUTIONS PTE. LTD.,,,,,,26-01-2018,201803348D,46436,,,,,https://epecomgraphics.com.sg,,['https://www.facebook.com/p/epecom-solutions-pte-ltd-100067115795200/'],,['https://sg.linkedin.com/company/epecom-graphics-pte-ltd'],,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6568426994'],['sales@epecomsolutions.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,GS PROFILES PTE. LTD.,GS PROFILES PTE. LTD.,,,,,,15-05-2007,200708433D,46100,,,,,https://gsprofiles.net,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6565623384'],,,,,,,,,,,,,,,,,,
