,ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
471,,,2025-11-18,XSD STUDY ABROAD PTE. LTD.,XSD STUDY ABROAD,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,13-11-2024,202446592D,85509,70201,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,50 GAMBAS CRESCENT,20,757022,"50 GAMBAS CRESCENT, , PROXIMA@GAMBAS 09-20 Singapore 757022",20,757022,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
472,,,2025-11-18,ESOFT INTERNATIONAL PTE. LTD.,ESOFT,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,06-08-2021,202127449K,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,7 TEMASEK BOULEVARD,07,038987,7 TEMASEK BOULEVARD SUNTEC TOWER ONE 12-07 Singapore 038987,07,038987,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
473,,,2025-11-18,ALPHA EDUCATION AND SPORTS,ALPHA EDUCATION AND SPORTS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,01-01-2022,53444669L,85509,85407,,,,,SME,https://www.facebook.com/alpha.education.and.sports/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,116 LORONG 2 TOA PAYOH,142,310116,116 LORONG 2 TOA PAYOH TOA PAYOH VIEW 19-142 Singapore 310116,142,310116,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
474,,,2025-11-18,TALENT EDUCATION SERVICES,TALENT EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-12-2008,53131855M,85509,46100,,,,https://www.talent-education.com/,SME,https://www.facebook.com/tesintl/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,71 JALAN KELICHAP,,538186,JALAN KELICHAP Singapore 538186,,538186,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
475,,,2025-11-18,ALPHARIUS INSTITUTE SINGAPORE PTE. LTD.,ALPHARIUS INSTITUTE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,18-01-2016,201601254W,85403,0,,,,https://mithrilarmour.com/,SME,,,,,LOCAL COMPANY,Others,Educational,Tertiary Education,"B2C, Offline",,,,,,173 WOODLANDS STREET 13,397,730173,173 WOODLANDS STREET 13 S9 07-397 Singapore 730173,397,730173,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
476,,,2025-11-18,ETERNITY RACING PTE. LTD.,ETERNITY RACING,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,08-08-2000,200006943K,96094,0,,,,,SME,,,,,LOCAL COMPANY,Services,Services,Other Personal Service Activities,"B2C, Offline",,,,,,57A EDGEDALE PLAINS,22,828682,57A EDGEDALE PLAINS THE AMORE 06-22 Singapore 828682,22,828682,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
477,,,2025-11-18,RELIANCE LEARNING LAB (S) PTE. LTD.,RELIANCE LEARNING LAB S,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,23-06-2025,202527039N,85509,88912,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,483 ADMIRALTY LINK,25,750483,483 ADMIRALTY LINK 01-25 Singapore 750483,25,750483,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
478,,,2025-11-18,INTERNATIONAL LEADING EDUCATION ALLIANCE LTD.,LEADING EDUCATION ALLIANCE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,28-08-2025,202538301G,85509,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,10 WINSTEDT ROAD,12,227977,10 WINSTEDT ROAD 01-12 Singapore 227977,12,227977,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
479,,,2025-11-18,GLOBAL LION CITY PTE. LTD.,LION CITY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,06-03-2025,202509918E,85501,70201,,,,https://lioncityglobal.com/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,8A ADMIRALTY STREET,08,757437,8A ADMIRALTY STREET FOOD XCHANGE @ ADMIRALTY 04-08 Singapore 757437,08,757437,,,,,,express@lioncityglobal.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
480,,,2025-11-18,BUDDING ACE EDUCATION & ENRICHMENT PTE. LTD.,BUDDING ACE EDUCATION & ENRICHMENT,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,24-06-2014,201418273W,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,38 GUL DRIVE,,629486,,,629486,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
481,,,2025-11-18,STUDENT BRIDGE PTE. LTD.,STUDENT BRIDGE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-07-2025,202528747D,85509,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,8 CLAYMORE HILL,01,229572,8 CLAYMORE HILL 8 ON CLAYMORE 01-01 Singapore 229572,01,229572,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
482,,,2025-11-18,THE GARDNER PRESCHOOL PTE. LTD.,THE GARDNER PRESCHOOL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,07-04-2020,202010977D,88911,85509,,,,https://www.mycareersfuture.gov.sg/job/education-training/regional-sales-manager-gardner-preschool-e83a41cd64ed0ae36d5d28342bdee038,SME,,https://www.instagram.com/thegardnerpreschool/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,71 TOH GUAN ROAD EAST,07,608598,71 TOH GUAN ROAD EAST TCH TECHCENTRE 06-07 Singapore 608598,07,608598,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
483,,,2025-11-18,CARING MINDS EDUCATION,CARING MINDS EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,16-12-2024,53496413C,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,639 WOODLANDS RING ROAD,31,730639,639 WOODLANDS RING ROAD 02-31 Singapore 730639,31,730639,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
484,,,2025-11-18,H.A.I EDU,HAI EDU,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,21-06-2024,53487336K,85509,0,,,,,Startbud,https://www.facebook.com/kursusmakeup/,https://www.instagram.com/haiedu.kursus.salon.wedding/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,56 MINBU ROAD,03,308185,56 MINBU ROAD MINBU VILLA 08-03 Singapore 308185,03,308185,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
485,,,2025-11-18,DESHUANG (SINGAPORE) EDUCATION PTE. LTD.,DESHUANG EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-04-2023,202312949K,85501,85509,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,203 HOUGANG STREET 21,75,530203,203 HOUGANG STREET 21 04-75 Singapore 530203,75,530203,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
486,,,2025-11-18,MATHXCEL LEARNING CENTRE,MATHXCEL LEARNING CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,28-07-2025,53507748C,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,2 HOUGANG STREET 32,04,534041,2 HOUGANG STREET 32 PARC VERA 16-04 Singapore 534041,04,534041,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
487,,,2025-11-18,GRACE LANGUAGE CENTRE,GRACE LANGUAGE CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,09-04-2010,53165112J,85509,85408,,,,,SME,https://www.facebook.com/gracelanguagecenter/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,218 MARSILING CRESCENT,41,730218,218 MARSILING CRESCENT CAUSEWAY VIEW 05-41 Singapore 730218,41,730218,,,,,,gracelanguagecenter@gmail.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
488,,,2025-11-18,ENTRY EDGE PTE. LTD.,ENTRY EDGE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-06-2018,201818996M,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,100 PECK SEAH STREET,14,79333,100 Peck Seah Street Ps100 Virtual Business Address 08-14 Singapore 079333,14,79333,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
489,,,2025-11-18,EARLY LEARNING EDUCATION BY JEANELLE,EARLY LEARNING EDUCATION BY JEANELLE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-07-2025,53507650M,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,101 UPPER CROSS STREET,54,058357,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE 05-54 Singapore 058357,54,058357,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
490,,,2025-11-18,GREEN ISLAND CONSULTANT,GREEN ISLAND CONSULTANT,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-08-2024,53489606E,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,97C UPPER THOMSON ROAD,11,574329,97C UPPER THOMSON ROAD LAKEVIEW ESTATE 21-11 Singapore 574329,11,574329,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
491,,,2025-11-18,ZHX INTERNATIONAL PTE. LTD.,ZHX,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,17-07-2013,201319448R,85501,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,23A PUAY HEE AVENUE,,348173,101A UPPER CROSS STREET PEOPLE'S PARK CENTRE 09-11 Singapore 058358,,348173,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
492,,,2025-11-18,POPPET'S WORLD PTE. LTD.,POPPETS WORLD,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,20-09-2022,202233417G,85509,58110,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,100 PECK SEAH STREET,14,079333,100 Peck Seah Street Ps100 Virtual Business Address 08-14 Singapore 079333,14,079333,,,,,,hello@poppet.world,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
493,,,2025-11-18,0XCATALYST PTE. LTD.,0XCATALYST,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,12-07-2023,202327457H,85509,62011,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,7 TEMASEK BOULEVARD,07,038987,7 TEMASEK BOULEVARD SUNTEC TOWER ONE 12-07 Singapore 038987,07,038987,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
494,,,2025-11-18,VERION PTE. LTD.,VERION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,10-06-2025,202525185R,85509,70201,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,16 RAFFLES QUAY,07,048581,16 RAFFLES QUAY HONG LEONG BUILDING 33-07 Singapore 048581,07,048581,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
495,,,2025-11-18,RAIZE EDU PTE. LTD.,RAIZE EDU,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-11-2024,202448397C,85509,0,,,,http://www.raise.sg/,Startbud,,https://www.instagram.com/explore/tags/partofthegood/,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,63 TAMPINES STREET 86,51,528511,"18 BOON LAY WAY, , TRADEHUB 21 10-139 Singapore 609966",51,528511,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
496,,,2025-11-18,SHRIJI EDU CONSULTANTS,SHRIJI EDU CONSULTANTS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,26-03-2025,53501713L,85501,85509,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,7 TEMASEK BOULEVARD,07,038987,7 TEMASEK BOULEVARD SUNTEC TOWER ONE 7-12 Singapore 038987,07,038987,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
497,,,2025-11-18,ILM EXPLORER PTE. LTD.,ILM EXPLORER,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,21-01-2022,202202590R,85509,70201,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,126 BEDOK NORTH STREET 2,82,460126,126 BEDOK NORTH STREET 2 12-82 Singapore 460126,82,460126,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
498,,,2025-11-18,HITPOP PTE. LTD.,HITPOP,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,05-05-2023,202317474D,85509,59201,,,,https://www.dancepointe.com.sg/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,100 JALAN SULTAN,48,199001,100 JALAN SULTAN SULTAN PLAZA 03-48 Singapore 199001,48,199001,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
499,,,2025-11-18,LAB & LITTLE ARTS,LAB & LITTLE ARTS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,01-08-2023,53471425X,85509,0,,,,,Startbud,https://www.facebook.com/littleartlab.org/,https://www.instagram.com/thelittleartlab/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,560 YISHUN AVENUE 6,24,768966,560 YISHUN AVENUE 6 LILYDALE 03-24 Singapore 768966,24,768966,,,,,,info@littleartlab.org,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
500,,,2025-11-18,ELEVATE THERAPY,ELEVATE THERAPY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-11-2024,53494138M,85509,85402,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,77B DUXTON ROAD,,089536,77B DUXTON ROAD Singapore 089536,,089536,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
501,,,2025-11-18,JAWARA EDUKASIH INTERNATIONAL PTE. LTD.,JAWARA EDUKASIH,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,14-09-2022,202232631Z,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,10 ANSON ROAD,18,079903,10 ANSON ROAD INTERNATIONAL PLAZA 27-18 Singapore 079903,18,079903,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
502,,,2025-11-18,STAR2ME,STAR2ME,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,18-01-2024,53479651J,85403,0,,,,https://star2me.com/,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tertiary Education,"B2C, Offline",,,,,,60 ALBERT STREET,02,189969,60 ALBERT STREET OG ALBERT COMPLEX 15-02 Singapore 189969,02,189969,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
503,,,2025-11-18,IB CHEMISTRY TUITION,IB CHEMISTRY TUITION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-02-2025,53497661A,85509,0,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,2 PANDAN VALLEY,204C,597626,2 PANDAN VALLEY ACACIA COURT B1-204C Singapore 597626,204C,597626,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
504,,,2025-11-18,LOVEDU,LOVEDU,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,20-06-2014,53265228B,85509,0,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,593A MONTREAL LINK,66,751593,,66,751593,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
505,,,2025-11-18,MATHPLUSSG PTE. LTD.,MATHPLUSSG,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,16-06-2025,202526006G,85509,85409,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,550 YISHUN AVENUE 6,01,768961,550 YISHUN AVENUE 6 LILYDALE 13-01 Singapore 768961,01,768961,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
506,,,2025-11-18,AGAPE DOG,AGAPE DOG,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,24-08-2024,53490601W,96094,96095,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,Other Personal Service Activities,"B2C, Offline",,,,,,174B SENGKANG EAST DRIVE,,542174,174B SENGKANG EAST DRIVE Singapore 542174,,542174,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
507,,,2025-11-18,EDONE LLP,EDONE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,27-07-2022,T22LL0755J,85509,0,,,,,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,405C FERNVALE LANE,103,793405,405C FERNVALE LANE FERN SPRING 01-103 Singapore 793405,103,793405,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
508,,,2025-11-18,HOUSEOFMATHSANDPHYSICS LIMITED LIABILITY PARTNERSHIP,HOUSEOFMATHSANDPHYSICS LIABILITY PARTNERSHIP,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,23-12-2016,T16LL2392K,85509,0,,,,,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,431 CLEMENTI AVENUE 3,344,120431,431 CLEMENTI AVENUE 3 01-344 Singapore 120431,344,120431,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
509,,,2025-11-18,DEEP SMART HOLDINGS PTE. LTD.,DEEP SMART,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,08-09-2009,200916599M,85509,46900,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,25 INTERNATIONAL BUSINESS PARK,53,609916,25 INTERNATIONAL BUSINESS PARK GERMAN CENTRE 02-53 Singapore 609916,53,609916,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
510,,,2025-11-18,VINGA LEARNING CENTRE PTE. LTD.,VINGA LEARNING CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,11-03-2024,202409484N,85509,0,,,,https://vinga.com.sg/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,99 RANGOON ROAD,,218384,99 RANGOON ROAD Singapore 218384,,218384,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
511,,,2025-11-18,MUSICALLYINKED CONSULTANCY,MUSICALLYINKED CONSULTANCY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-07-2022,53453653X,85509,0,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,113 WHAMPOA ROAD,93,320113,113 WHAMPOA ROAD 16-93 Singapore 320113,93,320113,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
512,,,2025-11-18,SUNFLOWER PRESCHOOL @ BUKIT BATOK PTE. LTD.,SUNFLOWER PRESCHOOL @ BUKIT BATOK,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,18-08-2020,202024773N,88911,0,,,,,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,201E TAMPINES STREET 23,108,527201,201E TAMPINES STREET 23 02-108 Singapore 527201,108,527201,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
513,,,2025-11-18,HYSMART EDUCATION & HR CONSULTANTS PTE. LTD.,HYSMART EDUCATION & HR CONSULTANTS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,09-02-2007,200702369N,85501,70204,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,28A TOH YI ROAD,,596507,"28A, TOH YI ROAD Singapore 596507",,596507,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
514,,,2025-11-18,DAWN EDU PTE. LTD.,DAWN EDU,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,19-01-2021,202102386R,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,16 SIMEI STREET 1,05,529942,16 SIMEI STREET 1 MELVILLE PARK 03-05 Singapore 529942,05,529942,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
515,,,2025-11-18,BRIGHT SUCCESS PTE. LTD.,BRIGHT SUCCESS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,13-01-2022,202201619K,88912,85409,,,,https://www.bright-success.com/,SME,,,http://www.linkedin.com/in/hilton-tam-a8042375,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,2 VENTURE DRIVE,16,608526,2 VENTURE DRIVE VISION EXCHANGE 11-16 Singapore 608526,16,608526,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
516,,,2025-11-18,PRESCHOOL PALS ADVISORS PTE. LTD.,PRESCHOOL PALS ADVISORS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-10-2024,202440812G,85509,0,,,,https://www.preschoolpalsadvisors.com/,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,160 ROBINSON ROAD,09,068914,160 Robinson Road Virtual Business Address 24-09 Singapore 068914,09,068914,,,,,,info@preschoolpalsadvisors.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
517,,,2025-11-18,STUDYPAL UNIVERSAL PTE. LTD.,STUDYPAL UNIVERSAL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,08-07-2025,202529596D,85509,70209,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,3 YISHUN CLOSE,07,768005,3 YISHUN CLOSE SYMPHONY SUITES 14-07 Singapore 768005,07,768005,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
518,,,2025-11-18,GROKIDZ EDUCATION PTE. LTD.,GROKIDZ EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,17-01-2020,202002402C,85509,0,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,160 ROBINSON ROAD,04,68914,160 Robinson Road Virtual Business Address 14-04 Singapore 068914,04,68914,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
519,,,2025-11-18,WHIZ KIDS TUTORIAL,WHIZ KIDS TUTORIAL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,02-09-2025,53509782D,85509,85409,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,138 BISHAN STREET 12,450,570138,,450,570138,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
520,,,2025-11-18,FRONTIER ACADEMY LLP,FRONTIER ACADEMY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,19-08-2024,T24LL0933K,85509,0,,,,,Startbud,,,,,LIMITED LIABILITY PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,60 PAYA LEBAR ROAD,54,409051,60 Paya Lebar Road Paya Lebar Square Virtual Business Address 07-54 Singapore 409051,54,409051,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
521,,,2025-11-18,CIIHE INTERNATIONAL PTE. LTD.,CIIHE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-04-2025,202516237G,85501,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Industry-Specific Vocational & Professional Training,"B2C, Offline",,,,,,8 BURN ROAD,03,369977,8 BURN ROAD TRIVEX 11-03 Singapore 369977,03,369977,,,,,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
